video_id,topic,topic_label
Ztw6V59x68Q,27,vision / contact / introvert
ZugwNSayAK8,18,anxiety / panic / attack
Zv8JdXIHquk,-1,Outlier
ZvUDY8Sr4ac,10,addiction / substance / cannabis
ZvYSHl52XWg,14,burnout / employee / job
ZvZLbU3WtuU,-1,Outlier
ZWKByRIDdMQ,6,gender / dude / emotion
ZWScHObePqk,-1,Outlier
zxc3cF2Pifw,-1,Outlier
ZXiefU56gPE,24,generation / formula / despair
ZxPi2puIrzY,10,addiction / substance / cannabis
ZXsuvceD-Ow,1,game / dad / friend
Zy_kL5BZI4g,25,bully / aggression / bullying
ZYOfFk8zZW8,-1,Outlier
ZYR8oNGEt0s,11,sleep / bed / caffeine
ZZApD94HtwQ,2,game / dopamine / brain
zzemS-WPhMY,-1,Outlier
-ZZg5l3lcAk,0,motivation / job / brain
ZzRGEPw8MVE,1,game / dad / friend
